,full_date_time,config_name,latitude,longitude,elevation,year,month,day,hour,prod,peakpower
164,2020-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,07,20,0.0,136.8
165,2020-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,07,21,0.0,136.8
166,2020-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,07,22,0.0,136.8
167,2020-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,07,23,0.0,136.8
168,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,00,0.0,136.8
169,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,01,0.0,136.8
170,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,02,0.0,136.8
171,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,03,0.0,136.8
172,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,04,0.0,136.8
173,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,05,0.0,136.8
174,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,06,0.0,136.8
175,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,07,17.987830000000002,136.8
176,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,08,56.967620000000004,136.8
177,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,09,78.69557,136.8
178,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,10,90.41386,136.8
179,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,11,94.00211999999999,136.8
180,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,12,88.4371,136.8
181,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,13,77.02798,136.8
182,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,14,57.661199999999994,136.8
183,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,15,25.43386,136.8
184,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,16,0.0,136.8
185,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,17,0.0,136.8
186,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,18,0.0,136.8
187,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,19,0.0,136.8
188,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,20,0.0,136.8
189,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,21,0.0,136.8
190,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,22,0.0,136.8
191,2020-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,08,23,0.0,136.8
192,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,00,0.0,136.8
193,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,01,0.0,136.8
194,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,02,0.0,136.8
195,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,03,0.0,136.8
196,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,04,0.0,136.8
197,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,05,0.0,136.8
198,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,06,0.0,136.8
199,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,07,19.466639999999998,136.8
200,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,08,56.70907,136.8
201,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,09,78.36314,136.8
202,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,10,88.68334,136.8
203,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,11,92.29486,136.8
204,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,12,87.42751,136.8
205,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,13,76.24138,136.8
206,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,14,58.11674,136.8
207,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,15,26.38325,136.8
208,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,16,0.0,136.8
209,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,17,0.0,136.8
210,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,18,0.0,136.8
211,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,19,0.0,136.8
212,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,20,0.0,136.8
213,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,21,0.0,136.8
214,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,22,0.0,136.8
215,2020-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,09,23,0.0,136.8
216,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,00,0.0,136.8
217,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,01,0.0,136.8
218,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,02,0.0,136.8
219,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,03,0.0,136.8
220,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,04,0.0,136.8
221,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,05,0.0,136.8
222,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,06,0.0,136.8
223,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,07,16.74295,136.8
224,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,08,15.451559999999999,136.8
225,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,09,16.22858,136.8
226,2020-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2020,01,10,10,36.86076,136.8
